Followers,Ad_Spend,Estimated_Revenue,Engagement_Rate,Platform,Content_Type,Profitable
464406,8650.59,21855.48,0.188,TikTok,Story,Yes
409808,4996.52,14655.74,0.173,Facebook,Post,Yes
771050,7461.54,22167.81,0.073,Facebook,Video,Yes
684321,559.69,1296.99,0.15,Facebook,Video,Yes
601684,5649.26,13982.05,0.057,TikTok,Story,No
816363,6550.63,17291.63,0.07,Twitter,Video,No
596983,6339.81,15147.33,0.055,YouTube,Reel,No
190216,2573.58,1939.24,0.037,Twitter,Video,No
785282,930.07,2263.72,0.058,Facebook,Video,No
288516,2690.09,2764.15,0.078,Facebook,Reel,No
632040,6218.63,3353.71,0.134,TikTok,Reel,No
137109,7610.51,5762.81,0.033,YouTube,Reel,No
140407,3268.56,8354.79,0.158,Twitter,Story,Yes
852890,6698.05,8066.54,0.039,Facebook,Video,No
433882,1634.59,2700.12,0.047,TikTok,Post,No
618614,6690.17,19920.79,0.152,TikTok,Story,Yes
968561,9971.99,29432.59,0.119,Facebook,Image,Yes
500137,1140.47,1978.67,0.013,Instagram,Image,No
948594,9775.95,11790.47,0.137,YouTube,Video,Yes
554380,6829.43,13186.06,0.029,YouTube,Story,No
611514,1462.63,1627.38,0.066,Twitter,Video,No
857774,4615.39,10368.58,0.026,Twitter,Post,No
423515,5317.8,10965.39,0.139,Twitter,Image,Yes
333255,8908.99,22749.24,0.153,Instagram,Reel,Yes
712567,581.41,933.32,0.18,Twitter,Post,Yes
751294,2704.06,4088.48,0.125,TikTok,Image,Yes
887926,1386.0,3112.93,0.182,Twitter,Video,Yes
217454,789.94,457.77,0.1,Facebook,Post,No
1126,5162.26,5227.84,0.192,Facebook,Story,No
219967,9358.07,25060.94,0.156,Facebook,Reel,Yes
123672,7864.43,6222.86,0.131,Twitter,Story,No
478266,2600.43,2058.93,0.047,Facebook,Reel,No
80211,8972.36,8178.66,0.115,Instagram,Story,No
486651,3359.51,7458.86,0.058,YouTube,Story,No
913606,7988.93,18474.54,0.163,Instagram,Post,Yes
314559,9527.15,6888.63,0.173,Facebook,Video,No
134172,6264.0,16821.5,0.18,Facebook,Image,Yes
247584,5803.98,10025.28,0.191,Facebook,Image,Yes
474620,7884.3,22703.01,0.056,YouTube,Video,No
106072,8399.08,21090.94,0.165,TikTok,Reel,Yes
123883,9708.49,15148.91,0.143,TikTok,Video,Yes
871848,8313.72,15910.87,0.147,Instagram,Image,Yes
464389,1141.67,603.65,0.099,TikTok,Story,No
397210,1236.81,733.68,0.028,TikTok,Video,No
151158,6751.73,14631.43,0.108,TikTok,Post,Yes
379387,1411.44,1830.83,0.144,Instagram,Video,Yes
175875,6742.49,6284.93,0.033,Twitter,Image,No
419554,8464.65,10132.25,0.194,TikTok,Reel,No
445718,1214.29,2688.81,0.191,Facebook,Image,Yes
428236,1806.26,3447.93,0.036,YouTube,Reel,No
735595,4815.63,8782.89,0.195,TikTok,Post,Yes
742432,9156.06,22351.45,0.178,TikTok,Image,Yes
983868,7622.09,21351.7,0.043,Instagram,Video,No
787708,8860.25,20828.53,0.13,YouTube,Post,Yes
206550,6576.88,11508.13,0.181,Facebook,Post,Yes
595821,5887.76,10404.91,0.114,Instagram,Story,Yes
898214,5863.79,10282.43,0.137,Facebook,Video,Yes
251606,9998.94,6246.06,0.2,TikTok,Reel,No
352279,5188.16,11061.39,0.157,Facebook,Reel,Yes
222468,3031.34,6061.53,0.072,YouTube,Post,Yes
184043,6019.32,8910.26,0.14,Instagram,Story,Yes
451985,4396.36,3914.08,0.115,Twitter,Image,No
428244,2099.19,6088.57,0.032,Instagram,Video,No
67150,4442.25,9086.63,0.176,Facebook,Post,Yes
324673,1015.91,1391.37,0.144,TikTok,Reel,Yes
182429,285.96,575.93,0.034,Twitter,Story,No
174532,3429.45,8635.04,0.152,YouTube,Story,Yes
692738,4087.48,3212.97,0.103,Twitter,Post,No
275597,799.64,1335.38,0.077,Twitter,Reel,Yes
415841,9922.05,29661.49,0.054,TikTok,Image,No
799615,6355.61,8530.54,0.115,YouTube,Video,Yes
633405,5467.82,11826.88,0.083,Twitter,Image,Yes
231229,169.72,229.58,0.192,YouTube,Post,Yes
565242,6725.73,13822.8,0.167,Twitter,Reel,Yes
514012,6302.21,15606.69,0.084,Twitter,Story,Yes
246690,7765.09,19995.42,0.064,TikTok,Image,No
640207,8736.86,4466.57,0.058,Instagram,Post,No
657030,560.31,1223.13,0.081,Facebook,Post,Yes
189751,6348.06,13000.19,0.06,YouTube,Post,No
551233,8154.73,11158.62,0.181,TikTok,Image,Yes
11785,301.07,308.68,0.16,YouTube,Reel,No
108507,4168.12,6631.34,0.018,Instagram,Image,No
434961,4202.26,7190.33,0.064,TikTok,Image,No
553144,3853.33,2158.94,0.162,YouTube,Post,No
211294,7243.61,19730.77,0.033,TikTok,Story,No
968912,5944.77,17085.2,0.176,Facebook,Story,Yes
968752,9549.16,26986.97,0.12,Instagram,Image,Yes
143055,9843.98,16010.11,0.138,Twitter,Video,Yes
814738,6058.08,13041.73,0.06,Twitter,Image,No
103476,1433.13,1366.51,0.147,Facebook,Story,No
567510,4753.2,11850.91,0.111,Facebook,Image,Yes
877533,9642.04,19695.15,0.122,Twitter,Story,Yes
250106,5691.97,12269.75,0.085,Twitter,Video,Yes
878550,4110.51,5134.7,0.051,Instagram,Video,No
687290,9930.88,11184.78,0.129,Twitter,Post,No
944927,4663.62,5777.17,0.192,YouTube,Story,Yes
522608,1527.26,1691.66,0.127,TikTok,Reel,No
121356,5825.06,6096.95,0.134,Instagram,Story,No
865008,2473.12,6213.26,0.088,Facebook,Image,Yes
524472,3617.83,9096.1,0.162,Facebook,Video,Yes
134498,5035.29,9868.46,0.072,Twitter,Story,Yes
601198,3730.42,4818.72,0.09,Twitter,Reel,Yes
473930,1890.66,2867.35,0.191,Twitter,Story,Yes
358546,2721.2,3421.24,0.175,Facebook,Story,Yes
380270,407.51,1147.07,0.122,Instagram,Video,Yes
849124,5277.29,5352.64,0.197,Twitter,Video,No
205451,6127.1,14395.13,0.077,TikTok,Post,Yes
564543,2087.37,3126.89,0.113,Twitter,Story,Yes
802340,2817.08,6467.94,0.03,TikTok,Reel,No
302207,3688.85,4898.47,0.172,Twitter,Image,Yes
932988,7012.9,3753.33,0.145,YouTube,Post,No
386944,2412.83,5440.75,0.032,Twitter,Reel,No
160882,2496.68,7379.07,0.125,TikTok,Post,Yes
476828,4427.53,2931.61,0.189,Instagram,Video,No
994616,433.14,785.65,0.138,Facebook,Video,Yes
769223,2094.99,2883.17,0.073,Facebook,Post,Yes
292077,7694.96,10260.59,0.119,Twitter,Video,Yes
938486,4499.09,12057.47,0.143,Twitter,Reel,Yes
841179,3237.94,6177.28,0.181,Facebook,Post,Yes
71467,4413.15,8794.29,0.06,YouTube,Video,No
555768,4707.85,6214.34,0.121,YouTube,Image,Yes
454105,278.8,759.31,0.184,Twitter,Story,Yes
478317,1951.72,2585.65,0.058,YouTube,Post,No
689519,8463.5,19397.83,0.078,YouTube,Image,Yes
153889,1560.76,3789.76,0.106,Facebook,Story,Yes
250265,7949.83,9503.51,0.012,TikTok,Video,No
497283,4366.11,9237.41,0.084,Twitter,Image,Yes
929626,1219.22,821.0,0.153,YouTube,Post,No
571508,5266.05,8972.1,0.063,Instagram,Story,No
565983,4642.19,6150.85,0.172,YouTube,Video,Yes
509041,2755.68,1470.54,0.129,Twitter,Image,No
640872,2777.3,3614.03,0.027,Instagram,Video,No
764978,5135.97,10882.54,0.142,Instagram,Post,Yes
528741,7935.73,8790.08,0.13,TikTok,Video,No
686933,6752.24,13646.34,0.033,Twitter,Video,No
269083,2606.21,1492.43,0.166,Twitter,Reel,No
345877,7471.94,11543.79,0.075,Twitter,Post,Yes
962703,9225.71,13086.47,0.014,Twitter,Image,No
159272,8687.76,11766.99,0.069,YouTube,Post,No
490709,9344.8,15213.57,0.17,Instagram,Post,Yes
288635,9189.3,6502.17,0.134,TikTok,Video,No
194075,3049.75,2326.35,0.185,TikTok,Image,No
511491,6705.46,16114.11,0.068,YouTube,Post,No
213890,2161.95,2411.68,0.193,TikTok,Image,No
972758,5382.69,14552.07,0.09,Twitter,Story,Yes
782413,7497.02,16156.26,0.168,Twitter,Post,Yes
105700,3534.97,2938.39,0.188,Twitter,Story,No
976112,8916.46,8356.4,0.137,Twitter,Post,No
225062,2170.94,1695.87,0.021,TikTok,Reel,No
714087,6747.43,11641.05,0.041,Twitter,Video,No
873637,5110.22,3724.79,0.079,YouTube,Post,No
647012,9174.6,24926.55,0.047,Instagram,Image,No
457437,8887.81,13549.0,0.133,TikTok,Image,Yes
821023,1208.92,1053.53,0.108,Instagram,Reel,No
910164,8096.62,11957.27,0.047,TikTok,Image,No
701406,5712.76,7457.66,0.046,Facebook,Post,No
621635,7422.25,20134.43,0.057,Instagram,Image,No
598897,2321.25,6396.69,0.124,TikTok,Post,Yes
98359,579.12,1455.73,0.158,Twitter,Reel,Yes
903458,5321.28,13677.69,0.184,Facebook,Post,Yes
788163,3611.73,2806.17,0.065,Instagram,Image,No
37487,4105.99,5487.42,0.046,TikTok,Image,No
361260,8996.81,12814.95,0.065,Facebook,Reel,No
307094,794.17,765.06,0.022,TikTok,Story,No
252514,7658.67,21668.03,0.141,Facebook,Image,Yes
356612,7415.41,11476.43,0.044,TikTok,Reel,No
100071,7367.67,8872.19,0.03,TikTok,Post,No
994978,6427.53,18178.31,0.059,TikTok,Story,No
651506,3966.69,2102.14,0.033,YouTube,Story,No
498488,4914.87,5262.41,0.062,YouTube,Video,No
461244,8339.16,18597.72,0.025,TikTok,Reel,No
295507,2527.01,4843.24,0.029,Instagram,Reel,No
695335,5349.61,12068.36,0.2,Twitter,Image,Yes
496518,9611.08,28596.56,0.193,YouTube,Story,Yes
595604,8593.38,13730.17,0.198,Twitter,Reel,Yes
748948,7004.98,13271.72,0.11,Facebook,Image,Yes
615553,9663.34,26217.05,0.16,Instagram,Post,Yes
363246,658.37,455.98,0.072,Instagram,Image,No
743452,1121.84,1144.51,0.045,YouTube,Image,No
461796,2334.38,4930.48,0.111,Instagram,Reel,Yes
304571,707.3,1188.62,0.073,Facebook,Image,Yes
383811,7235.45,7172.8,0.112,Instagram,Post,No
295025,3449.03,4599.45,0.154,Facebook,Image,Yes
613297,7082.54,14337.03,0.165,Twitter,Post,Yes
416008,3165.05,7922.23,0.192,Facebook,Reel,Yes
761674,4534.64,7026.78,0.184,Twitter,Video,Yes
513035,7576.35,5559.45,0.191,TikTok,Reel,No
638431,4331.49,12561.51,0.154,TikTok,Image,Yes
940695,7079.7,17681.14,0.127,YouTube,Image,Yes
444324,6322.59,4128.83,0.179,TikTok,Video,No
950621,1387.26,2184.56,0.12,Twitter,Reel,Yes
314837,8952.4,23953.64,0.124,Facebook,Video,Yes
92865,3062.56,6052.46,0.148,Twitter,Post,Yes
237440,5794.56,11381.12,0.132,TikTok,Reel,Yes
477513,400.36,1056.68,0.038,TikTok,Image,No
734429,8585.26,24956.0,0.062,Instagram,Post,No
324390,6964.48,5907.72,0.139,Twitter,Image,No
911681,1008.6,2761.79,0.078,TikTok,Reel,Yes
339585,3817.53,11190.03,0.178,YouTube,Reel,Yes
57635,3974.23,7247.05,0.054,Facebook,Story,No
572302,3233.42,3494.55,0.069,YouTube,Reel,No
948238,9383.64,20555.97,0.175,TikTok,Reel,Yes
510666,6412.87,16092.69,0.041,Instagram,Reel,No
124853,2950.99,8847.23,0.045,TikTok,Video,No
964342,5932.25,9223.62,0.054,YouTube,Reel,No
791671,5779.85,6129.85,0.048,YouTube,Post,No
484442,1354.54,753.01,0.109,Facebook,Video,No
167981,1917.28,3807.03,0.032,YouTube,Post,No
562446,9601.77,26328.72,0.047,Twitter,Image,No
190784,4577.52,7389.55,0.13,Facebook,Image,Yes
700151,5734.16,7347.73,0.194,Facebook,Story,Yes
870953,9212.57,13507.03,0.182,Instagram,Story,Yes
665468,7182.82,11075.06,0.107,YouTube,Story,Yes
630507,3166.82,2201.17,0.071,TikTok,Story,No
266888,199.7,413.53,0.06,Twitter,Image,No
221972,6627.85,5285.31,0.187,Facebook,Reel,No
720785,7742.45,14204.51,0.059,Instagram,Story,No
372513,199.73,423.45,0.064,TikTok,Video,No
214030,8570.33,12472.15,0.116,TikTok,Video,Yes
528297,8780.65,23744.67,0.123,TikTok,Reel,Yes
388960,2986.72,3097.34,0.131,Instagram,Story,No
561315,8244.1,10767.18,0.164,Instagram,Post,Yes
173857,5299.66,14176.42,0.097,YouTube,Post,Yes
908720,8371.85,9871.18,0.101,Twitter,Story,No
300488,2881.67,5780.63,0.173,Twitter,Story,Yes
368003,4452.59,12306.32,0.172,TikTok,Reel,Yes
722384,4623.69,11493.85,0.178,TikTok,Reel,Yes
52991,3651.68,2792.68,0.114,YouTube,Reel,No
990336,6876.3,13463.14,0.08,Instagram,Image,Yes
893964,3083.78,6129.62,0.175,Instagram,Image,Yes
931169,7815.85,18416.33,0.173,Twitter,Post,Yes
749013,4213.38,5637.44,0.126,YouTube,Image,Yes
899662,4389.18,5097.13,0.17,Instagram,Video,No
214942,138.75,234.28,0.01,Instagram,Story,No
137285,8875.81,25693.6,0.087,YouTube,Story,Yes
319903,1514.3,1220.6,0.115,Facebook,Reel,No
166289,4698.74,9692.57,0.139,Instagram,Video,Yes
785586,8138.62,7317.48,0.083,YouTube,Image,No
182789,5380.73,9156.72,0.123,Instagram,Post,Yes
133659,892.91,2093.66,0.183,Facebook,Post,Yes
692211,4596.86,8483.73,0.196,TikTok,Image,Yes
644409,4463.32,8954.66,0.095,Twitter,Reel,Yes
547298,1305.49,2309.31,0.185,Instagram,Reel,Yes
237538,5787.92,7366.63,0.057,TikTok,Video,No
280922,6652.6,10490.32,0.047,Facebook,Video,No
57116,4798.99,8293.83,0.097,YouTube,Video,Yes
203503,5884.77,8334.55,0.076,Facebook,Reel,Yes
35701,1626.06,995.5,0.083,TikTok,Story,No
766791,6392.65,16234.76,0.13,Facebook,Post,Yes
867964,3310.08,1865.99,0.06,Instagram,Video,No
108041,6926.48,16369.39,0.135,TikTok,Image,Yes
940947,3678.51,4439.79,0.119,YouTube,Video,Yes
127270,6435.31,11254.7,0.049,Facebook,Story,No
492215,4808.22,11679.79,0.108,YouTube,Story,Yes
857047,6969.42,3613.62,0.17,Facebook,Video,No
477055,2921.68,6850.11,0.071,Twitter,Video,Yes
722818,862.62,2246.45,0.057,TikTok,Video,No
625674,411.98,416.17,0.059,Facebook,Reel,No
768629,7257.14,19895.07,0.092,YouTube,Image,Yes
835440,1316.12,3771.73,0.188,YouTube,Story,Yes
911830,6899.98,13761.74,0.142,YouTube,Post,Yes
936772,4253.19,9134.35,0.062,TikTok,Story,No
457162,6699.7,14557.11,0.17,Facebook,Post,Yes
512897,8196.72,12978.15,0.059,TikTok,Post,No
13175,5423.07,8721.39,0.14,YouTube,Image,Yes
852378,2049.64,5904.37,0.11,Facebook,Post,Yes
655811,5263.35,8952.93,0.109,Facebook,Story,Yes
712238,788.26,2276.97,0.123,Facebook,Image,Yes
425149,9918.61,23175.35,0.019,Twitter,Story,No
18772,6463.46,12236.58,0.153,YouTube,Video,Yes
65044,4499.52,10895.54,0.183,TikTok,Video,Yes
754180,6703.0,19611.96,0.193,Instagram,Image,Yes
834550,2316.67,6805.81,0.105,Twitter,Video,Yes
478294,9911.74,10192.15,0.074,Instagram,Video,No
680222,6283.39,8062.86,0.099,Instagram,Image,Yes
550567,577.2,1725.04,0.035,Twitter,Video,No
1215,376.92,990.49,0.164,YouTube,Image,Yes
372923,6335.74,8774.55,0.042,Twitter,Image,No
338283,1048.1,2975.44,0.181,Facebook,Story,Yes
773332,1822.08,4960.16,0.121,Facebook,Reel,Yes
493443,9865.62,19630.49,0.188,Facebook,Image,Yes
160476,1536.55,3676.8,0.126,Facebook,Video,Yes
726084,1393.05,3717.17,0.079,YouTube,Video,Yes
942378,3050.77,7800.18,0.177,Twitter,Post,Yes
502110,7923.14,12889.45,0.145,Instagram,Story,Yes
46095,823.28,2098.34,0.196,TikTok,Post,Yes
330588,5351.2,7403.87,0.138,YouTube,Story,Yes
948263,7812.15,19629.44,0.023,YouTube,Image,No
342651,5065.63,14368.26,0.171,Facebook,Story,Yes
410940,2859.68,4697.14,0.176,YouTube,Video,Yes
4849,5926.4,11916.79,0.066,Twitter,Story,No
624607,3008.99,3617.45,0.083,TikTok,Image,Yes
29328,7129.29,16468.42,0.099,YouTube,Story,Yes
336842,5292.56,12962.11,0.162,YouTube,Video,Yes
282342,8501.2,21180.56,0.047,YouTube,Post,No
458666,485.07,398.79,0.096,Facebook,Post,No
514951,5191.78,10971.61,0.053,Instagram,Post,No
199237,2887.59,5708.53,0.178,Instagram,Image,Yes
120735,6627.57,12720.97,0.192,YouTube,Story,Yes
276987,4985.45,9397.23,0.177,Facebook,Post,Yes
393136,760.15,1632.55,0.185,Twitter,Story,Yes
400953,4708.51,2660.96,0.044,TikTok,Image,No
850326,4636.64,13667.13,0.089,YouTube,Image,Yes
822654,8390.75,13356.12,0.078,YouTube,Story,Yes
179646,8787.04,13537.79,0.023,YouTube,Video,No
885884,3545.47,7498.41,0.056,Facebook,Post,No
751230,2857.82,7615.28,0.161,TikTok,Post,Yes
244373,4781.51,2606.72,0.16,Facebook,Image,No
596376,3984.75,10984.89,0.112,Facebook,Video,Yes
865285,8137.4,23365.7,0.06,Instagram,Reel,No
974259,8660.67,12066.02,0.042,Twitter,Reel,No
937105,4938.44,6724.16,0.161,Instagram,Image,Yes
360177,8688.02,8759.83,0.081,YouTube,Post,No
889736,5280.26,15252.85,0.1,YouTube,Video,Yes
934085,494.41,814.61,0.068,Instagram,Post,No
537667,388.1,903.51,0.191,TikTok,Image,Yes
421182,1341.87,3530.15,0.146,YouTube,Image,Yes
207988,5914.74,13972.49,0.11,Instagram,Story,Yes
653845,1352.97,3517.91,0.075,YouTube,Image,Yes
136044,8144.87,6950.81,0.131,Facebook,Video,No
988767,9158.82,24035.41,0.094,Twitter,Reel,Yes
705268,1224.51,1076.63,0.046,Instagram,Post,No
247242,4291.53,5896.58,0.018,YouTube,Image,No
979107,6564.63,15471.24,0.047,Instagram,Post,No
419680,9305.03,6702.38,0.19,YouTube,Image,No
145097,4643.8,9524.6,0.185,Twitter,Story,Yes
689284,6567.25,19650.97,0.199,TikTok,Video,Yes
348299,5534.85,9521.26,0.136,Facebook,Story,Yes
265080,4161.95,4398.77,0.179,YouTube,Post,No
722864,9776.49,17782.75,0.052,TikTok,Post,No
845092,1507.19,4071.92,0.14,YouTube,Video,Yes
514313,8291.1,24405.6,0.024,TikTok,Story,No
971834,8886.87,22391.25,0.026,Twitter,Post,No
348526,3451.01,2377.18,0.072,YouTube,Post,No
114550,5109.76,4849.71,0.109,Twitter,Video,No
174895,6761.26,14020.57,0.151,Twitter,Story,Yes
577201,4238.18,10565.14,0.132,TikTok,Image,Yes
81811,6346.61,9507.45,0.114,TikTok,Reel,Yes
92658,7331.1,17908.83,0.119,Facebook,Reel,Yes
595124,9069.59,5289.79,0.167,YouTube,Story,No
479356,7827.15,11509.26,0.195,Twitter,Video,Yes
474958,6609.93,14563.62,0.081,Instagram,Story,Yes
173275,8149.87,4487.96,0.025,Instagram,Story,No
781977,6493.02,6184.27,0.078,Facebook,Video,No
593054,5375.45,6533.86,0.165,TikTok,Reel,Yes
203846,6806.89,6910.19,0.041,Twitter,Video,No
779799,9569.88,23888.34,0.174,Twitter,Video,Yes
603644,5891.42,9909.02,0.073,TikTok,Image,Yes
955138,6760.46,10056.75,0.171,TikTok,Post,Yes
643762,9919.75,12765.44,0.169,Twitter,Story,Yes
479446,5539.34,9802.56,0.049,Facebook,Video,No
520165,7156.44,16618.75,0.021,Facebook,Story,No
664927,6661.58,6891.99,0.084,YouTube,Reel,No
504692,6637.5,5894.21,0.155,Facebook,Reel,No
461385,5999.88,12640.15,0.134,Twitter,Post,Yes
590621,5301.05,8291.46,0.129,Instagram,Story,Yes
712935,3751.9,3148.14,0.196,Instagram,Reel,No
831738,4049.48,5140.76,0.055,Facebook,Post,No
133503,4354.4,12652.45,0.018,Twitter,Post,No
763277,7920.82,11522.76,0.162,Twitter,Image,Yes
684970,5750.55,15536.3,0.146,Instagram,Reel,Yes
61428,3214.36,4824.3,0.164,YouTube,Reel,Yes
419267,7757.39,13275.65,0.147,Instagram,Reel,Yes
430069,8348.62,18962.69,0.1,Instagram,Story,Yes
157877,6353.28,5271.99,0.07,YouTube,Video,No
447242,8894.68,4674.44,0.08,Facebook,Video,No
222094,684.13,1699.51,0.097,YouTube,Video,Yes
628835,6041.8,15597.91,0.102,Instagram,Post,Yes
865690,2476.69,1870.61,0.098,Facebook,Video,No
678114,7415.39,12723.33,0.179,Instagram,Video,Yes
781516,8491.69,19376.17,0.114,Twitter,Reel,Yes
842052,5509.27,15832.55,0.107,Facebook,Post,Yes
379422,2470.46,4834.36,0.102,Twitter,Post,Yes
811658,4248.97,4749.8,0.162,Facebook,Story,No
676302,8052.26,14848.19,0.074,YouTube,Video,Yes
696385,4698.88,10985.72,0.089,Instagram,Reel,Yes
423955,4977.48,10518.25,0.083,TikTok,Post,Yes
213977,256.95,252.97,0.038,Facebook,Post,No
301804,2517.06,3267.89,0.154,Facebook,Story,Yes
801511,2374.63,6330.4,0.116,Twitter,Reel,Yes
409624,7266.83,12574.12,0.131,TikTok,Post,Yes
991121,9810.35,16560.32,0.155,TikTok,Story,Yes
439242,5203.43,13611.42,0.027,Instagram,Image,No
88593,5883.2,8388.68,0.038,TikTok,Reel,No
774815,8769.06,24910.15,0.092,YouTube,Reel,Yes
337227,4609.16,3987.74,0.02,YouTube,Video,No
349586,1726.5,1682.64,0.116,Facebook,Image,No
44925,2929.83,2505.02,0.103,YouTube,Image,No
130887,8088.3,14307.08,0.128,YouTube,Story,Yes
941890,2451.11,1365.94,0.197,YouTube,Reel,No
40279,3163.38,3748.89,0.059,Facebook,Reel,No
720174,9501.06,19379.2,0.111,YouTube,Post,Yes
40553,2083.17,3486.72,0.19,Instagram,Image,Yes
646588,1555.45,3966.64,0.158,Instagram,Post,Yes
75813,3116.76,3548.52,0.173,Facebook,Reel,No
203416,2514.04,4250.13,0.172,Twitter,Post,Yes
738954,8099.97,6607.75,0.141,Instagram,Video,No
174615,7613.45,11896.9,0.161,Facebook,Video,Yes
52663,6068.64,17126.22,0.043,TikTok,Image,No
226959,2698.85,7823.03,0.117,Facebook,Post,Yes
686967,3379.84,8396.32,0.07,Twitter,Reel,No
202604,1687.8,4594.32,0.13,TikTok,Reel,Yes
973902,3987.72,2033.75,0.129,YouTube,Image,No
188954,9306.43,23354.12,0.194,Twitter,Reel,Yes
24559,7977.42,11122.41,0.042,TikTok,Image,No
627045,6189.4,15684.13,0.057,Twitter,Story,No
906778,1969.06,4389.75,0.139,Twitter,Post,Yes
937720,4518.91,2912.06,0.043,TikTok,Reel,No
94246,2883.41,6670.53,0.187,TikTok,Story,Yes
680181,3313.63,4915.36,0.076,Facebook,Image,Yes
477410,1147.42,2431.99,0.18,TikTok,Story,Yes
465008,4284.76,9612.72,0.056,Twitter,Image,No
957825,1204.79,2866.63,0.041,YouTube,Reel,No
798917,4880.26,14272.44,0.105,YouTube,Video,Yes
905765,3686.06,4557.01,0.094,Instagram,Video,Yes
574156,1562.69,1745.15,0.189,YouTube,Video,No
832037,7169.3,13120.15,0.105,Twitter,Video,Yes
284460,3426.76,5963.99,0.086,Instagram,Image,Yes
342609,464.26,1317.85,0.042,Twitter,Video,No
366321,6837.61,9697.34,0.135,Twitter,Video,Yes
960113,7021.86,14389.75,0.162,YouTube,Story,Yes
424159,6296.74,16752.29,0.179,Facebook,Reel,Yes
302014,2788.29,6163.27,0.098,YouTube,Video,Yes
774887,217.79,248.41,0.14,Facebook,Post,No
462595,4969.97,6713.25,0.181,Instagram,Post,Yes
408688,1765.49,1958.45,0.109,Facebook,Image,No
104306,5720.84,6564.69,0.114,Facebook,Post,No
469276,7905.16,14563.43,0.115,Facebook,Video,Yes
761581,1185.4,1884.27,0.087,Facebook,Post,Yes
102948,4419.13,7485.96,0.042,Twitter,Reel,No
875631,9683.41,15895.48,0.186,YouTube,Post,Yes
129023,197.1,519.47,0.104,Twitter,Video,Yes
810057,2792.45,8205.05,0.148,YouTube,Story,Yes
903153,2802.93,6684.68,0.192,YouTube,Post,Yes
699012,458.45,1185.36,0.134,Facebook,Reel,Yes
209261,3989.8,9630.7,0.094,Facebook,Reel,Yes
860414,8810.12,7036.68,0.15,Twitter,Video,No
798552,2819.41,3957.41,0.146,Twitter,Video,Yes
45238,7311.38,9377.02,0.186,Instagram,Video,Yes
902326,6059.68,8262.15,0.111,TikTok,Image,Yes
116598,8706.59,11522.56,0.089,TikTok,Story,Yes
318942,3875.55,7193.14,0.054,Twitter,Story,No
624502,844.07,2123.99,0.127,Facebook,Reel,Yes
752164,7621.24,13774.53,0.071,TikTok,Story,Yes
974165,8124.11,12574.43,0.111,Twitter,Story,Yes
417978,1622.88,1467.39,0.154,TikTok,Story,No
709521,1629.48,3209.14,0.095,Twitter,Reel,Yes
40901,2326.57,2506.64,0.101,TikTok,Video,No
482680,3692.37,8143.53,0.108,Twitter,Story,Yes
802881,5295.69,8491.69,0.109,TikTok,Video,Yes
195454,539.01,771.26,0.149,Facebook,Video,Yes
897048,123.0,65.17,0.193,TikTok,Story,No
876825,5905.95,6959.02,0.147,YouTube,Video,No
66942,9623.74,21402.69,0.075,Instagram,Reel,Yes
945447,6463.19,8157.02,0.139,Facebook,Image,Yes
850307,3180.55,2743.73,0.079,YouTube,Reel,No
69388,9101.4,4877.24,0.124,Twitter,Video,No
768285,5599.7,7714.65,0.159,TikTok,Reel,Yes
941240,1746.49,3417.07,0.013,Instagram,Post,No
353680,6474.55,11333.2,0.072,Instagram,Post,Yes
446150,2600.69,6756.83,0.106,Facebook,Reel,Yes
595302,7347.77,20408.91,0.021,TikTok,Image,No
485146,3430.46,7459.82,0.125,TikTok,Image,Yes
336299,2613.74,1528.2,0.142,Instagram,Reel,No
773378,4911.85,13489.09,0.054,Twitter,Video,No
198775,8546.44,9817.47,0.068,TikTok,Image,No
498660,1243.63,1043.83,0.19,Twitter,Video,No
88498,1200.39,1688.53,0.19,Instagram,Reel,Yes
214456,7399.42,18419.88,0.134,Twitter,Story,Yes
62629,8813.53,10809.34,0.073,TikTok,Story,Yes
728627,9092.64,17261.22,0.112,Instagram,Image,Yes
58062,3325.86,8797.34,0.151,TikTok,Post,Yes
357898,1167.77,1662.35,0.188,Facebook,Story,Yes
465374,2173.23,2395.73,0.038,Instagram,Post,No
11699,9681.84,23078.97,0.081,Facebook,Post,Yes
975045,4598.66,10330.94,0.025,Twitter,Reel,No
328252,2547.33,3039.56,0.122,TikTok,Video,No
10435,5458.26,7551.48,0.027,Instagram,Video,No
882459,5975.82,8337.09,0.099,Twitter,Reel,Yes
690995,471.97,305.18,0.183,Instagram,Reel,No
619992,3133.78,3844.1,0.105,Facebook,Reel,Yes
290192,6788.44,17773.12,0.105,Twitter,Post,Yes
615106,5673.83,10733.01,0.168,YouTube,Post,Yes
630974,3130.87,4655.63,0.062,YouTube,Video,No
873143,6803.91,14205.53,0.028,Instagram,Video,No
412961,7738.56,11755.78,0.167,Facebook,Post,Yes
986188,6825.22,11999.29,0.12,Instagram,Video,Yes
942666,1127.12,713.59,0.119,Instagram,Image,No
920607,790.88,1351.99,0.079,Instagram,Video,Yes
103780,5270.56,15532.55,0.112,Instagram,Reel,Yes
859158,256.93,338.39,0.089,Instagram,Video,Yes
324412,8107.05,20975.66,0.032,YouTube,Story,No
821094,1373.38,2549.13,0.104,YouTube,Video,Yes
686375,1979.54,5882.38,0.168,Twitter,Video,Yes
310945,9172.01,11195.85,0.049,Twitter,Video,No
